title;subtitle;difficulty;time_ascent;ascent;time_descent;descent;link;map;description
Über die Südwestrippe des Motto della Croce;Caval Drossa 1632 m;T4;2:45 h; 970 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/caval-drossa-9084/mountain-hiking/ueber-die-suedwestrippe-des-motto-della-croce-6964/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/caval-drossa-9084/berg-und-alpinwandern/ueber-die-suedwestrippe-des-motto-della-croce-6964/;Von der Postauto-Haltestelle Lelgio auf einem Waldsträsschen ostwärts hinauf. Bei der zweiten Kurve mündet die Scenic-Trail-Route von rechts ein: Von nun an kann man sich den kleinen, blauen Wegweisern mit der Ziege anvertrauen. Via P. 809 und Screvia gelangt man zum Naturfreundehaus der Ginestra («Ginster»).
De Van d'en Haut par le col de Susanfe et le versant S;Haute Cime 3258 m;T4;6–7 h; 1865 m;3:30–4 h; 1865 m;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/haute-cime-413/mountain-hiking/de-van-den-haut-par-le-col-de-susanfe-et-le-versant-s-7113/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/haute-cime-413/berg-und-alpinwandern/von-van-den-haut-ueber-den-col-de-susanfe-und-die-s-flanke-7113/;"De Van d’en Haut (1394 m), suivre l’itinéraire d’accès au lac de Salanfe en empruntant d’abord la route derrière le camping, ensuite par le sentier pédestre raide, très pierreux et par endroits équipé d’échelles métalliques. Au P. 1743, il rejoint la route pour 4x4 qui monte en direction du barrage ; la suivre le long du torrent jusqu’à l’auberge de Salanfe (1942 m). Poursuivre le cheminement du côté N du lac. Au P. 1930, obliquer à droite sur le sentier qui monte au col de Susanfe (2493 m) en évitant une barre rocheuse par la gauche."
Versant Sud (Normal route);Grand Muveran 3051 m;T5;1:15–1:45 h; 500 m;1:15–1:45 h; 500 m;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/grand-muveran-1265/mountain-hiking/versant-sud-6923/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/grand-muveran-1265/berg-und-alpinwandern/suedflanke-6923/;De la cabane Rambert (2584 m), suivre au N les gazons et éboulis de la Crête à Moret, qui monte au milieu du versant S. Franchir de petits bancs de rocher vers la droite qui nous mène au pied d'une large cheminée oblique à main gauche. Gravir cette cheminée (II) puis monter encore de 30 m par des petits gradins pour rejoindre à gauche une longue vire en général ascendante qui traverse tout le flanc S du Grand Muveran. Avant le grand couloir sous le sommet, revenir d'environ 50 m à droite puis escalader quelques gradins faciles pour rejoindre une vire, à nouveau ascendante à gauche et qui nous mène au sommet. Descente: par le même itinéraire
Überschreitung von Schwyz zum Urmiberg;Zünggelenflue 1089.7 m;T5;3 h; 980 m;0:45 h; 310 m;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/zuenggelenflue-11238/mountain-hiking/ueberschreitung-von-schwyz-zum-urmiberg-7014/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/zuenggelenflue-11238/berg-und-alpinwandern/ueberschreitung-von-schwyz-zum-urmiberg-7014/;Vom Bahnhof Schwyz den Gleisen entlang nordwärts zu einer Fussgänger-Unterführung. Durch diese auf die andere Seite der Gleise, dort nach rechts und später nach links (Wegmarkierungen). Durch die Hirschenstrasse, links am Gasthaus Kreuz vorbei, über die Seeweren und unter die Autobahn hindurch. Auf der ansteigenden Urmibergstrasse bis zum Hof Urmi, dort nach rechts zum Lützli. Auf einem schwach ausgeprägten Wiesenpfad zum Stall am nördlichen Rand der Lichtung, dort waagrecht in den Wald und die undeutliche Wegspur auffinden, die – spärlich mit Steinmännchen und grünen Tupfern markiert – etwas an Höhe gewinnt und dann am Fuss eines Felsriegels ansteigend nordwärts quert. Man gelangt so zum Rücken der Zünggelenflue, wo der Weg deutlicher wird. Man folgt ihm – er ist weiterhin mit grünen, mal auch roten Tupfern, mit Steinmännchen und Plastikbändeln an den Bäumen markiert – zuerst etwas gar steil, dann in angenehmer Steigung, zwei kurze Felszonen überwindend. Dabei kommt man auf ca. 920 m an einem Holzunterstand vorbei. Ab rund 990 m wird der Grat flacher und breiter, und an P. 1001 vorbei gelangt man recht gemütlich zum höchsten Punkt der Zünggelenflue. Etwas südlich davon befindet sich eine Sitzbank mit schöner Aussicht.
Überschreitung von Nordost nach Südwest;Wiriehore / Wiriehorn 2304 m;T4;2:30 h; 820 m;1:30 h; 820 m;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/wiriehore-wiriehorn-6168/mountain-hiking/ueberschreitung-von-nordost-nach-suedwest-6834/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/wiriehore-wiriehorn-6168/berg-und-alpinwandern/ueberschreitung-von-nordost-nach-suedwest-6834/;Von der Bergstation Nüegg zum Bergrestaurant Schwarzenberg. Dort folgt man in südlicher Richtung dem gut angelegten Wanderweg Richtung Alp Gurbs Metteberg über Weideflächen zum Häuschen bei einem breiten Schotterweg auf 1720 m.
From Spinas via Val Bever (Normal route);Chamanna Jenatsch CAS 2652 m;T2;4–5 h; 980 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-jenatsch-cas-2147000139/mountain-hiking/from-spinas-via-val-bever-130/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/chamanna-jenatsch-cas-2147000139/berg-und-alpinwandern/von-spinas-durch-die-val-bever-130/;From Spinas (1815 m) a mountain road leads through Val Bever to the hut at Tegla d'Val (2254 m). The Jenatsch hut trail continues with some ups and downs on cattle tracks on the north bank of Beverin (stream), then turns right (NW) under P. 2577 for the final steep climb up to the hut.
Von der Julierpassstrasse über die Fuorcla d'Agnel;Chamanna Jenatsch CAS 2652 m;T3;3:30 h; 900 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-jenatsch-cas-2147000139/mountain-hiking/von-der-julierpassstrasse-ueber-die-fuorcla-dagnel-132/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/chamanna-jenatsch-cas-2147000139/berg-und-alpinwandern/von-der-julierpassstrasse-ueber-die-fuorcla-dagnel-132/;"Von der Haltestelle ""Julier, La Veduta"" (2237 m) an der Julierstrasse wandert man kurz absteigend auf dem markierten Bergweg durch die von Rindern beweidete Val d'Agnel. Bei P. 2537 zweigt der Hüttenweg von der Route zur Fuorcla digl Leget ab und erreicht über einige weitere Talstufen die Fuorcla d'Agnel (2982 m)."
Vom Piz Nair über die Fuorcla Suvretta;Chamanna Jenatsch CAS 2652 m;T3+;3:30 h; 560 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-jenatsch-cas-2147000139/mountain-hiking/vom-piz-nair-ueber-die-fuorcla-suvretta-131/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/chamanna-jenatsch-cas-2147000139/berg-und-alpinwandern/vom-piz-nair-ueber-die-fuorcla-suvretta-131/;Vom Piz Nair (3055 m) erreicht man über Pistenplanierungen und auf dem markierten Bergweg den Pass Suvretta (2613 m).
Von Tigias über die Fuorcla da Flix;Chamanna Jenatsch CAS 2652 m;T4-;na;na;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-jenatsch-cas-2147000139/mountain-hiking/von-tigias-ueber-die-fuorcla-da-flix-140/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/chamanna-jenatsch-cas-2147000139/berg-und-alpinwandern/von-tigias-ueber-die-fuorcla-da-flix-140/;Von Tigias (1975 m) führt ein Pfad am Südufer der Ava da las Tigias ostwärts zum Plang Lung, der grossen Weideterrasse am Fuss der Tschima da Flix. Er biegt allmählich gegen Südosten ab, quert eine obere Terasse mit den beiden Tümpeln 2548 m und 2541 m (Lai Blo).
Von der Alp Güglia über die Fuorcla Margun;Chamanna Jenatsch CAS 2652 m;PD-;4:30 h; 1000 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-jenatsch-cas-2147000139/ski-touring/von-der-alp-gueglia-ueber-die-fuorcla-margun-5863/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/chamanna-jenatsch-cas-2147000139/skitouren/von-der-alp-gueglia-ueber-die-fuorcla-margun-5863/;Von der Alp Güglia (2214 m) an der Julierpassstrasse nordwärts ins Valletta dal Güglia zu P. 2543. Östlich an Muottin (2682 m) und Crap Alv (2832 m) vorbei durch die weite Mulde von Margun nach Westen ausholend in die Fuorcla Margun (2944 m). Abfahrt nordwärts ins Tal der Ova Traunter Ovas über P. 2651 und im Westen des Bachlaufes hinab ins Val Bever (ca. 2380 m). Gegensteigung dem Sommerweg folgend oder im Talboden nach Westen ausholend zur Chamanna Jenatsch.
From the Julierpassstrasse (Normal route);Chamanna Jenatsch CAS 2652 m;PD;3:30 h; 800 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-jenatsch-cas-2147000139/ski-touring/from-the-julierpassstrasse-3243/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/chamanna-jenatsch-cas-2147000139/skitouren/von-der-julierpassstrasse-3243/;From just below La Veduta on the Julierpassstrasse (approx. 2200 m) head N into the Val d’Agnel, pass P. 2537 and bear right into the main upper amphitheatre, keeping W of the stream, to reach two lakes at 2800 m. Cut between them, and start the final steep climb up to Fuorcla d’Agnel (2982 m). Now enjoy the nice descent north through Vadret d’Agnel to the hut. You can follow the traverse line of the summer path, but it is safer to descend more directly to the Ova d’Err stream at approx. 2450 m and then make a short ascent back up to the hut.
Von St. Moritz über das Skigebiet Piz Nair;Chamanna Jenatsch CAS 2652 m;PD+;2:30 h; 650 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-jenatsch-cas-2147000139/ski-touring/von-st-moritz-ueber-das-skigebiet-piz-nair-4971/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/chamanna-jenatsch-cas-2147000139/skitouren/von-st-moritz-ueber-das-skigebiet-piz-nair-4971/;Von der Seilbahn-Bergstation auf dem Piz Nair (3022 m) teils auf Skipisten zum Pass Suvretta (2613 m) hinunter. Aufstieg südwestwärts zu P. 2765 und links ausholend durch die Mulde der Lejets da Cuolms zur Fuorcla Suvretta (2966 m) hinauf. Abfahrt nach Westen in die grosse Mulde nördlich des Corn Margun, dann westlich der Ova Traunter Ovas entlang ins Val Bever bis auf ca. 2380 m hinunter. Kurze Gegensteigung entweder dem Sommerweg entlang oder im Talboden nach Westen ausholend zur Chamanna Jenatsch.
Von Jungu über den Steitalgrat (Überschreitung E-W);Steitalhorn 3162 m;T6;4:30 h; 1270 m;3 h; 1300 m;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/steitalhorn-9782/mountain-hiking/von-jungu-ueber-den-steitalgrat-ueberschreitung-e-w-6731/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/steitalhorn-9782/berg-und-alpinwandern/von-jungu-ueber-den-steitalgrat-ueberschreitung-e-w-6731/;Von der Bergstation der Seilbahn Jungu (ca. 1970 m) steigt man auf einem hübschen Höhenweg in NW-Richtung zu P. 2161 am Eingang des Jungtals hoch. Dort wendet man sich nach rechts und gewinnt die Undri Läger (2257 m) und anschliessend in einigen Kehren die Obri Läger um schliesslich auf dem flach verlaufenden Höhenweg in nordöstlicher Richtung den mässig steilen Ost-Rücken der Twära zu erreichen.
Über den Nordostgrat und die Südflanke;Pointe des Savolaires 2293 m;T4;3:45 h; 1250 m;3 h; 1250 m;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/pointe-des-savolaires-9793/mountain-hiking/ueber-den-nordostgrat-und-die-suedflanke-6813/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/pointe-des-savolaires-9793/berg-und-alpinwandern/ueber-den-nordostgrat-und-die-suedflanke-6813/;"Bei Anreise mit ÖV startet die Wanderung in Les Plans sur Bex, bei Anreise mit dem Auto kann man bis Pont de Nant (mit der gleichnamigen Auberge) fahren. Von Les Plans sur Bex folgt man der Beschilderung in Richtung Pont de Nant. Schön ist der Weg entlang des Baches Avançon de Nant; Von der Brücke Pont de Nant geht es der Beschilderung folgend bis zur Wegkreuzung Cinglo (P.1600). Während man bis zum kleinen Felstürmchen bei P.1906 auf einem guten Wanderweg unterwegs ist, folgt man anschliessend mehr einer Pfadspur, welche auf oder nahe des Grates aufwärts führt. Kurz nachdem der Weg den Grat nach links verlässt, wird das grasige Gelände durch teilweise etwas mühsam zu begehendes Blockgelände abgelöst, wobei der Weg hervorragend markiert ist. Beim höchsten Punkt des Wanderweges zweigt rechts der gut sichtbare Pfad zur Pointe des Savolaires ab."
From Lavin via God Laret (Normal route);Chamonna dal Linard CAS 2327 m;T3;2:30 h; 900 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamonna-dal-linard-cas-2147000155/mountain-hiking/from-lavin-via-god-laret-124/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/chamonna-dal-linard-cas-2147000155/berg-und-alpinwandern/von-lavin-durch-den-god-laret-124/;From the train station follow the yellow signs to the bridge across the valley road to La Fratta (1480 m). The path leads up over alpine meadows and into the forest of God Laret then zig zags up tot eh cross at Plan da Büg (1960 m), then westward above the treeline into the high valley of Glims. A final panoramic traverse across the grassy flank and a single rock step (chains) brings you to the hut.
Vom Berghaus Vereina über den Vereinapass und die Furocla da Glims;Chamonna dal Linard CAS 2327 m;T3;5 h; 1100 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamonna-dal-linard-cas-2147000155/mountain-hiking/vom-berghaus-vereina-ueber-den-vereinapass-und-die-furocla-da-glims-125/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/chamonna-dal-linard-cas-2147000155/berg-und-alpinwandern/vom-berghaus-vereina-ueber-den-vereinapass-und-die-furocla-da-glims-125/;Durch das Süser Tal auf dem markierten Bergwanderweg über den Vereinapass (2593 m) ins Val Sagliains absteigen. Ab P. 2351 auf einem ebenfalls rot-weiss markierten, nicht immer deutlichen Weglein steil gegen Osten hinauf zur Fuorcla da Glims (2802 m). Durch das Glims vorbei an den gleichnamigen Seelein zur Chamanna Linard.
Über den Nordgrat;Tierlaufhore / Tierlaufhorn 2242 m;T6;2:30 h; 800 m;1:45 h; 800 m;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/tierlaufhore-tierlaufhorn-6194/mountain-hiking/ueber-den-nordgrat-6831/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/tierlaufhore-tierlaufhorn-6194/berg-und-alpinwandern/ueber-den-nordgrat-6831/;Von der Bergstation Nüegg zum Bergrestaurant Schwarzenberg. Dort folgt man in südlicher Richtung dem gut angelegten Wanderweg über Weideland zur Alp Gurbs Metteberg, um von dort nach Westen schwenkend und an Steilheit zunehmend den Sattel (2031 m) zwischen Wiriehorn und Tierlaufhorn zu erreichen.
Von Monbiel oder Klosters Platz;Berghaus Vereina 1943 m;T2;2:30–3 h; 700 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/berghaus-vereina-2147000284/mountain-hiking/von-monbiel-oder-klosters-platz-6962/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/berghaus-vereina-2147000284/berg-und-alpinwandern/von-monbiel-oder-klosters-platz-6962/;Von Monbiel kurz dem Fahrsträsschen entlang bis Baretschrüti, dort hinunter zur Landquartbrücke und auf dem Wanderweg bis Novai. Über den Vereinabach und alles östlich des Vereinabaches in reizvoller Wegführung zum Berghaus Vereina.
From Pass d'Alvra (Albula Pass) via Fuorcla Gualdauna (Normal route);Chamanna d'Es-cha CAS 2594 m;T2;1:30 h; 393 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-des-cha-cas-2147000090/mountain-hiking/from-pass-dalvra-albula-pass-via-fuorcla-gualdauna-128/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/chamanna-des-cha-cas-2147000090/berg-und-alpinwandern/vom-pass-dalvra-albulapass-ueber-die-fuorcla-gualdauna-128/;From the parking area (Punt Granda, 2252 m) a clear path leads up over grassy slopes to the Fuorcla Gualdauna (pass, 2486 m), then horizontally into the uppermost Val d'Es-cha and across to the hut on its hump-back ridge.
Von Madulain über die Alp Es-cha (Normal route);Chamanna d'Es-cha CAS 2594 m;T2;2:30 h; 900 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-des-cha-cas-2147000090/mountain-hiking/von-madulain-ueber-die-alp-es-cha-127/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/chamanna-des-cha-cas-2147000090/berg-und-alpinwandern/von-madulain-ueber-die-alp-es-cha-127/;Von Madulain (1696) entlang der Ova d'Es-cha, ab P. 1875 kurz entlang der Alpstrasse, dann entlang des Begwanderwegs in die Val Es-cha. Etwa 500 Meter vor der Alp Es-cha Dadains (2169 m) zweigt der markierte Hüttenweg hangaufwärts ab und führt allmählich ansteigend in die Müra hinein. Er steigt auf der westlichen Bachseite gegen den Muot Ot hinauf, um diesen herum und über den flachen Rücken zur Hütte.
From Madulain (Normal route);Chamanna d'Es-cha CAS 2594 m;F;2:30 h; 900 m;SE; SW;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-des-cha-cas-2147000090/ski-touring/from-madulain-3242/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/chamanna-des-cha-cas-2147000090/skitouren/von-madulain-3242/;From Madulain (1696 m), just west of the station, follow the old Alpweg NW via P. 1875 to Alp Es-cha Dadour (2066 m). Contour round into Val d’Es-cha, then branch off rightwards into Val Müra. Climb up this valley trough NNW until a fork in the stream at P. 2401, then bear left and follow the western arm of the stream to reach the hut, which is parked on top of an old moraine ridge.
Aus dem Skigebiet Zuoz via Piz Belvair;Chamanna d'Es-cha CAS 2594 m;PD+;1 h; 380 m;na;na;https://www.sac-cas.ch/en/huts-and-tours/sac-route-portal/chamanna-des-cha-cas-2147000090/ski-touring/aus-dem-skigebiet-zuoz-via-piz-belvair-40685/;https://www.sac-cas.ch/de/huetten-und-touren/sac-tourenportal/chamanna-des-cha-cas-2147000090/skitouren/aus-dem-skigebiet-zuoz-via-piz-belvair-40685/;In rund einer Stunde von der Bergstation Som Muntatsch auf den Piz Belvair.
